ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source,Segment_Slice
Otuke-261_wrist-1-2,Otuke-261_wrist-1,yuna ra,401,false,expert,,- - ɾ a,SCA,,2
Bororo-261_wrist-1-1,Bororo-261_wrist-1,iera paru,400,false,expert,,- ie ɾ a,SCA,,1
Bororo-261_wrist-1-2,Bororo-261_wrist-1,iera paru,401,false,expert,,p a ɾ u,SCA,,2
Umutina-261_wrist-1-1,Umutina-261_wrist-1,iata pare,400,false,expert,,j a t a,SCA,,1
Umutina-261_wrist-1-2,Umutina-261_wrist-1,iata pare,401,false,expert,,p a ɾ e,SCA,,2
Otuke-110_fur-1-1,Otuke-110_fur-1,vuaka vi,360,false,expert,,v ua k a,SCA,,1
Otuke-110_fur-1-2,Otuke-110_fur-1,vuaka vi,361,false,expert,,v i,SCA,,2
Bororo-110_fur-1-1,Bororo-110_fur-1,bu,361,false,expert,,b u,SCA,,1
Kuruminaka-83_eel-1-1,Kuruminaka-83_eel-1,mono,362,false,expert,,m o n o,SCA,,1
Kuruminaka-83_eel-2-1,Kuruminaka-83_eel-2,mapo,363,false,expert,,m a p o,SCA,,1
Bororo-83_eel-1-1,Bororo-83_eel-1,kurigi,412,false,expert,,k u ɾ i g i,SCA,,1
Bororo-83_eel-2-1,Bororo-83_eel-2,pedago,413,false,expert,,p e d a g o,SCA,,1
Otuke-152_look-1-1,Otuke-152_look-1,aretake,364,false,expert,,a ɾ e t a k e,SCA,,1
Bororo-152_look-1-1,Bororo-152_look-1,aiwo,399,false,expert,,ai w o,SCA,,1
Otuke-144_laugh-1-1,Otuke-144_laugh-1,ocututa,365,false,expert,,o tʃ u t u t a,SCA,,1
Umutina-144_laugh-1-1,Umutina-144_laugh-1,zorika,398,false,expert,,z o ɾ i k a,SCA,,1
Otuke-117_grasshopper-1-1,Otuke-117_grasshopper-1,cecuhua,250,false,expert,,tʃ e tʃ u h ua,SCA,,1
Bororo-117_grasshopper-1-1,Bororo-117_grasshopper-1,dʒokugo,396,false,expert,,dʒ o k u g o,SCA,,1
Bororo-117_grasshopper-2-1,Bororo-117_grasshopper-2,kitoriga,397,false,expert,,k i t o r i g a,SCA,,1
Umutina-117_grasshopper-1-1,Umutina-117_grasshopper-1,kasape,424,false,expert,,k a s a p e,SCA,,1
Otuke-26_beetle-1-1,Otuke-26_beetle-1,okane,367,false,expert,,o k a n e,SCA,,1
Bororo-26_beetle-1-1,Bororo-26_beetle-1,boreu,395,false,expert,,b o r eu,SCA,,1
Umutina-26_beetle-1-1,Umutina-26_beetle-1,psimo,368,false,expert,,p s i m o,SCA,,1
Otuke-49_centipede-1-1,Otuke-49_centipede-1,rektaka,394,false,expert,,r e k t a k a,SCA,,1
Bororo-49_centipede-1-1,Bororo-49_centipede-1,iwagu,391,false,expert,,i w a g u,SCA,,1
Bororo-49_centipede-2-1,Bororo-49_centipede-2,ekoe,392,false,expert,,e k oe,SCA,,1
Bororo-49_centipede-3-1,Bororo-49_centipede-3,orari,393,false,expert,,o r a r i,SCA,,1
Bororo-49_centipede-4-1,Bororo-49_centipede-4,betaga,394,false,expert,,b e - t a g a,SCA,,1
Umutina-49_centipede-1-1,Umutina-49_centipede-1,botolo,423,false,expert,,b o t o l o,SCA,,1
Otuke-201_salt-1-1,Otuke-201_salt-1,maktahu,369,false,expert,,m a k t a h u,SCA,,1
Bororo-201_salt-1-1,Bororo-201_salt-1,ta,390,false,expert,,t a,SCA,,1
Bororo-201_salt-2-1,Bororo-201_salt-2,tʃa,390,false,expert,,tʃ a,SCA,,1
Otuke-195_rattlesnake-1-1,Otuke-195_rattlesnake-1,ahuaku,370,false,expert,,a - h ua k u,SCA,,1
Bororo-195_rattlesnake-1-1,Bororo-195_rattlesnake-1,ewo,389,false,expert,,e w o,SCA,,1
Umutina-195_rattlesnake-1-1,Umutina-195_rattlesnake-1,embaki,370,false,expert,,e m b a k i,SCA,,1
Otuke-87_eyebrow-1-1,Otuke-87_eyebrow-1,reka vi,373,false,expert,,r e k a,SCA,,1
Otuke-87_eyebrow-1-2,Otuke-87_eyebrow-1,reka vi,374,false,expert,,v i,SCA,,2
Umutina-87_eyebrow-1-1,Umutina-87_eyebrow-1,zimoʃika,386,false,expert,,z i m o ʃ i k a,SCA,,1
Bororo-87_eyebrow-1-1,Bororo-87_eyebrow-1,dʒerira bu,387,false,expert,,dʒ e ɾ i ɾ a,SCA,,1
Bororo-87_eyebrow-1-2,Bororo-87_eyebrow-1,dʒerira bu,388,false,expert,,b u,SCA,,2
Umutina-271_hunt-1-1,Umutina-271_hunt-1,kimolo,375,false,expert,,k i m o l o,SCA,,1
Bororo-271_hunt-1-1,Bororo-271_hunt-1,meri,254,false,expert,,m e r i,SCA,,1
Umutina-267_fat-1-1,Umutina-267_fat-1,ramu,376,false,expert,,ɾ a m u,SCA,,1
Bororo-267_fat-1-1,Bororo-267_fat-1,ka,377,false,expert,,k a,SCA,,1
Umutina-269_head-1-1,Umutina-269_head-1,tori,378,false,expert,,t ɔ ɾ i,SCA,,1
Bororo-269_head-1-1,Bororo-269_head-1,aora,379,false,expert,,ao ɾ a,SCA,,1
Bororo-269_head-2-1,Bororo-269_head-2,ao,379,false,expert,,- - ao,SCA,,1
Bororo-270_hot-1-1,Bororo-270_hot-1,urureu,380,false,expert,,- u ɾ u ɾ eu,SCA,,1
Umutina-270_hot-1-1,Umutina-270_hot-1,amaru,380,false,expert,,- a m a ɾ u,SCA,,1
Bororo-270_hot-2-1,Bororo-270_hot-2,berereu,380,false,expert,,b e ɾ e ɾ eu,SCA,,1
Umutina-265_comb-1-1,Umutina-265_comb-1,putɨka,381,false,expert,,p u t ɨ k a,SCA,,1
Bororo-265_comb-1-1,Bororo-265_comb-1,puduga,381,false,expert,,p u d u g a,SCA,,1
Umutina-268_green-1-1,Umutina-268_green-1,akɨ,382,false,expert,,a k ɨ,SCA,,1
Bororo-268_green-1-1,Bororo-268_green-1,kaworu,383,false,expert,,k a w o ɾ u,SCA,,1
Umutina-266_crooked-1-1,Umutina-266_crooked-1,roto,384,false,expert,,ɾ o t o,SCA,,1
Bororo-266_crooked-1-1,Bororo-266_crooked-1,meki,385,false,expert,,m e k i,SCA,,1
