ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,SimpleCognate,PartialCognates
Otuke-141_kingfisher-1,,Otuke,141_kingfisher,atsamu,atsamu,a ts a m u,,de1912linguistique;monfort1913linguistique,,,,,KINGFISHER,102,23
Bororo-143_lake-1,,Bororo,143_lake,kuruga,kuruga,k u r u g a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LAKE,123,192
Umutina-143_lake-1,,Umutina,143_lake,urukʷa,urukʷa,u r u kʷ a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LAKE,123,192
Otuke-143_lake-1,,Otuke,143_lake,ohaeta,ohaeta,o h ae t a,,de1912linguistique;monfort1913linguistique,,,,,LAKE,280,193
Bororo-145_leaf-1,,Bororo,145_leaf,raru,raru,r a r ɨ,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LEAF,26,194
Otuke-145_leaf-1,,Otuke,145_leaf,rari,rari,r a r i,,de1912linguistique;monfort1913linguistique,,,,,LEAF,26,194
Umutina-145_leaf-1,,Umutina,145_leaf,ipiazo,ipiazo,i p ia z o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LEAF,301,319
Bororo-148_liedown-1,,Bororo,148_liedown,pado,pado,p a d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LIE_DOWN,146,195
Umutina-148_liedown-1,,Umutina,148_liedown,pata,pata,p a t a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LIE_DOWN,146,195
Bororo-149_lightignite-1,,Bororo,149_lightignite,dʒorɨto,dʒorɨto,dʒ o r ɨ t o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LIGHT,72,196
Umutina-149_lightignite-1,,Umutina,149_lightignite,zorututo,zorututo,z o r u t u t o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LIGHT,72,196
Bororo-150_liver-1,,Bororo,150_liver,aka,aka,a k a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LIVER,15,197
Umutina-150_liver-1,,Umutina,150_liver,ua / a,ua,ua,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LIVER,177,198
Umutina-150_liver-2,,Umutina,150_liver,ua / a,a,a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LIVER,177,198
Bororo-151_lizard-1,,Bororo,151_lizard,amema,amema,a m e m a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,LIZARD,19,199
Otuke-151_lizard-1,,Otuke,151_lizard,mamasane,mamasane,m a m a s a n e,,de1912linguistique;monfort1913linguistique,,,,,LIZARD,19,199
Umutina-151_lizard-1,,Umutina,151_lizard,amema,amema,a m e m a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,LIZARD,19,199
Bororo-155_manedwolf-1,,Bororo,155_manedwolf,rie,rie,r ie,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MANED_WOLF,162,200
Otuke-155_manedwolf-1,,Otuke,155_manedwolf,rehe,rehe,r e h e,,de1912linguistique;monfort1913linguistique,,,,,MANED_WOLF,162,200
Bororo-156_mangaba-1,,Bororo,156_mangaba,bato,bato,b a t o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MANGABA,44,201
Umutina-156_mangaba-1,,Umutina,156_mangaba,batorukʷa,batorukʷa,b a t o + r u kʷ a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MANGABA ?,188,201 202
Bororo-157_manioc-1,,Bororo,157_manioc,dʒu,dʒu,dʒ u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MANIOC,76,203
Otuke-157_manioc-1,,Otuke,157_manioc,tʃuhu,tʃuhu,tʃ u h u,,de1912linguistique;monfort1913linguistique,,,,,MANIOC,76,203
Umutina-157_manioc-1,,Umutina,157_manioc,utuʒo,utuʒo,u t u ʒ o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MANIOC,76,203
Bororo-159_moon-1,,Bororo,159_moon,ari,ari,a r i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MOON,24,204
Umutina-159_moon-1,,Umutina,159_moon,ari / ali,ari,a r i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOON,24,204
Umutina-159_moon-2,,Umutina,159_moon,ari / ali,ali,a l i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOON,24,204
Bororo-160_mosquito-1,,Bororo,160_mosquito,batʃe,batʃe,b a tʃ e,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MOSQUITO,36,205
Umutina-160_mosquito-1,,Umutina,160_mosquito,mbe / bai,mbe,m/b e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOSQUITO,36,205
Umutina-160_mosquito-2,,Umutina,160_mosquito,mbe / bai,bai,b ai,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOSQUITO,36,205
Otuke-160_mosquito-1,,Otuke,160_mosquito,mase,mase,m a s e,,de1912linguistique;monfort1913linguistique,,,,,MOSQUITO,36,205
Bororo-161_mother-1,,Bororo,161_mother,mɨga,mɨga,m ɨ g a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MOTHER,124,206
Umutina-161_mother-1,,Umutina,161_mother,mako / imako,mako,m a k o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOTHER,226,206
Kovareka-161_mother-1,,Kovareka,161_mother,mana,mana,m a n a,,de1912linguistique;monfort1913linguistique,,,,,MOTHER,190,287
Bororo-163_mouth-1,,Bororo,163_mouth,ia,ia,ia,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MOUTH,84,207
Umutina-163_mouth-1,,Umutina,163_mouth,oza,oza,o + z a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MOUTH ?,203,208 207
Otuke-163_mouth-1,,Otuke,163_mouth,ʃiora,ʃiora,ʃ io r a,,de1912linguistique;monfort1913linguistique,,,,,MOUTH,84,207
Bororo-164_mud-1,,Bororo,164_mud,rotu,rotu,r o t u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,MUD,164,209
Otuke-164_mud-1,,Otuke,164_mud,roktu,roktu,r o k t u,,de1912linguistique;monfort1913linguistique,,,,,MUD,164,210
Umutina-164_mud-1,,Umutina,164_mud,bukututu,bukututu,b u k u t u t u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,MUD,236,211
Bororo-232_tell-1,,Bororo,232_tell,readodo,readodo,r ea d o d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,TELL,160,212
Umutina-232_tell-1,,Umutina,232_tell,alalotu,alalotu,a l a l o t u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,TELL,160,212
Bororo-165_neck-1,,Bororo,165_neck,ko / iko,ko,k o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,NECK,113,213
Bororo-165_neck-2,,Bororo,165_neck,ko / iko,iko,k o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,NECK,113,213
Otuke-165_neck-1,,Otuke,165_neck,kio,kio,k io,,de1912linguistique;monfort1913linguistique,,,,,NECK,113,213
Umutina-165_neck-1,,Umutina,165_neck,ajupuru / alapokwa,ajupuru,a ʒ u p u ɾ u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,NECK,391,414
Umutina-165_neck-2,,Umutina,165_neck,ajupuru / alapokwa,alapokwa,a l a p o kʷ a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,NECK,392,415
Bororo-167_nose-1,,Bororo,167_nose,eno,eno,e n o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,NOSE,79,214
Otuke-167_nose-1,,Otuke,167_nose,ʃeno,ʃeno,ʃ e n o,,de1912linguistique;monfort1913linguistique,,,,,NOSE,79,214
Umutina-167_nose-1,,Umutina,167_nose,napulu,napulu,n a p u l u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,NOSE,393,416
Bororo-168_olderbrother-1,,Bororo,168_olderbrother,mana,mana,m a n a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,OLDER_BROTHER,126,215
Umutina-168_olderbrother-1,,Umutina,168_olderbrother,amana / amala,amana,a m a n a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OLDER_BROTHER,126,215
Umutina-168_olderbrother-2,,Umutina,168_olderbrother,amana / amala,amala,a m a l a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OLDER_BROTHER,126,215
Otuke-169_opossum-1,,Otuke,169_opossum,enohʷari,enohʷari,e n o hʷ a r i,,de1912linguistique;monfort1913linguistique,,,,,OPOSSUM,201,216
Bororo-169_opossum-1,,Bororo,169_opossum,aka,aka,a k a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,OPOSSUM,204,293
Umutina-169_opossum-1,,Umutina,169_opossum,mamutipana,mamutipana,m a m u t i p a n a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OPOSSUM,394,417
Bororo-170_ostrich-1,,Bororo,170_ostrich,pari,pari,p a r i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,OSTRICH,148,217
Otuke-170_ostrich-1,,Otuke,170_ostrich,hahari,hahari,h a h a r i,,de1912linguistique;monfort1913linguistique,,,,,OSTRICH,148,217
Umutina-170_ostrich-1,,Umutina,170_ostrich,pãri / parwaza,pãri,p ã r i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OSTRICH,148,217
Umutina-170_ostrich-2,,Umutina,170_ostrich,pãri / parwaza,parwaza,p a r w a z a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OSTRICH,148,217
Bororo-171_otter-1,,Bororo,171_otter,ipie,ipie,i p ie,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,OTTER,88,218
Umutina-171_otter-1,,Umutina,171_otter,ipekozitabu / ipe,ipekozitabu,i p e + k o z i t a b u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OTTER ?,88,218 219
Umutina-171_otter-2,,Umutina,171_otter,ipekozitabu / ipe,ipe,i p e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,OTTER,88,218
Bororo-173_paca-1,,Bororo,173_paca,apu,apu,a p u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PACA,4,220
Umutina-173_paca-1,,Umutina,173_paca,apɔ,apɔ,a p ɔ,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PACA,4,220
Otuke-173_paca-1,,Otuke,173_paca,okivia,okivia,o k i v ia,,de1912linguistique;monfort1913linguistique,,,,,PACA,327,346
Bororo-174_pacu-1,,Bororo,174_pacu,pobu,pobu,p o b u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PACU,154,221
Umutina-174_pacu-1,,Umutina,174_pacu,popo,popo,p o p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PACU,154,221
Bororo-175_parakeet-1,,Bororo,175_parakeet,kida / kido,kida,k i d a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PARAKEET,109,222
Bororo-175_parakeet-2,,Bororo,175_parakeet,kida / kido,kido,k i d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PARAKEET,109,222
Otuke-175_parakeet-1,,Otuke,175_parakeet,kitio,kitio,k i t io,,de1912linguistique;monfort1913linguistique,,,,,PARAKEET,109,222
Umutina-175_parakeet-1,,Umutina,175_parakeet,kixo / kiso,kixo,k i x o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PARAKEET,109,222
Umutina-175_parakeet-2,,Umutina,175_parakeet,kixo / kiso,kiso,k i s o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PARAKEET,109,222
Bororo-177_pathorroad-1,,Bororo,177_pathorroad,meru,meru,m e r u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,ROAD,133,223
Umutina-177_pathorroad-1,,Umutina,177_pathorroad,xabala,xabala,ʃ a b a l a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,ROAD,395,418
Bororo-178_peachpalm-1,,Bororo,178_peachpalm,botora,botora,b o t o r a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PEACH_PALM,62,224
Bororo-179_peccary-1,,Bororo,179_peccary,dʒugo / ʃao,ʃao,ʃ ao,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PECCARY,198,225
Bororo-179_peccary-2,,Bororo,179_peccary,dʒugo / ʃao,dʒugo,dʒ u g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PECCARY,70,226
Umutina-179_peccary-1,,Umutina,179_peccary,ʒoa,ʒoa,ʒ oa,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PECCARY,198,225
Otuke-179_peccary-1,,Otuke,179_peccary,suvuakarani,suvuakarani,s u v ua k a r a n i,,de1912linguistique;monfort1913linguistique,,,,,PECCARY,333,352
Bororo-181_penis-1,,Bororo,181_penis,baka,baka,b a k a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PENIS,96,227
Umutina-181_penis-1,,Umutina,181_penis,mainokua,mainokua,m ai n o k ua,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PENIS,213,228
Bororo-182_pestle-1,,Bororo,182_pestle,kaia,kaia,k a ia,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PESTLE,103,229
Umutina-182_pestle-1,,Umutina,182_pestle,kayakopo / kazokupo,kayakopo,k a ya + k o p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PESTLE ?,103,229 230
Umutina-182_pestle-2,,Umutina,182_pestle,kayakopo / kazokupo,kazokupo,k a z o + k u p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PESTLE ?,103,229 230
Bororo-183_piabaacu-1,,Bororo,183_piabaacu,dʒatugugo,dʒatugugo,dʒ a t u g u g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PIABA-AÇU,68,231
Umutina-183_piabaacu-1,,Umutina,183_piabaacu,zatuku,zatuku,z a t u k u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIABA-AÇU,68,231
Bororo-184_pierce-1,,Bororo,184_pierce,porodo,porodo,p o r o d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PIERCE,157,233
Umutina-184_pierce-1,,Umutina,184_pierce,podoto,podoto,p o d o t o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIERCE,157,233
Bororo-186_piraputanga-1,,Bororo,186_piraputanga,ararɨ,ararɨ,a r a r ɨ,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PIRAPUTANGA,23,232
Umutina-186_piraputanga-1,,Umutina,186_piraputanga,alarekore / alɔrukɔre / alarikore,alarekore,a l a r e k o r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIRAPUTANGA,23,232
Umutina-186_piraputanga-2,,Umutina,186_piraputanga,alarekore / alɔrukɔre / alarikore,alɔrukɔre,a l ɔ r u k ɔ r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIRAPUTANGA,23,232
Umutina-186_piraputanga-3,,Umutina,186_piraputanga,alarekore / alɔrukɔre / alarikore,alarikore,a l a r i k o r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIRAPUTANGA,23,232
Bororo-187_piuva-1,,Bororo,187_piuva,iru,iru,i r u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PIUVA,91,234
Umutina-187_piuva-1,,Umutina,187_piuva,huri,huri,h u r i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PIUVA,207,235
Bororo-188_puma-1,,Bororo,188_puma,aigo,aigo,a i g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,PUMA,13,236
Umutina-188_puma-1,,Umutina,188_puma,aiku,aiku,ai k u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,PUMA,13,236
Bororo-191_rainprecipitation-1,,Bororo,191_rainprecipitation,bu,bu,b u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RAIN,64,237
Umutina-191_rainprecipitation-1,,Umutina,191_rainprecipitation,bʷenɔ / boʔina,bʷenɔ,bʷ e n ɔ,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RAIN,64,237
Umutina-191_rainprecipitation-2,,Umutina,191_rainprecipitation,bʷenɔ / boʔina,boʔina,b o ʔ i n a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RAIN,64,237
Otuke-191_rainprecipitation-1,,Otuke,191_rainprecipitation,verkototaxa,verkototaxa,v e r k o t o t a ʃ a,,de1912linguistique;monfort1913linguistique,,,,,RAIN,337,356
Otuke-192_rat-1,,Otuke,192_rat,enohʷari,enohʷari,e n o hʷ a r i,,de1912linguistique;monfort1913linguistique,,,,,RAT,201,238
Umutina-192_rat-1,,Umutina,192_rat,haputo,haputo,h a p u t o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RAT,396,419
Bororo-192_rat-1,,Bororo,192_rat,kiwareu / baigigo / kudo,kiwareu,k i w a r eu,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RAT,397,420
Bororo-192_rat-2,,Bororo,192_rat,kiwareu / baigigo / kudo,baigigo,b ai g i g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RAT,398,421
Bororo-192_rat-3,,Bororo,192_rat,kiwareu / baigigo / kudo,kudo,k u d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RAT,399,422
Bororo-193_rattle-1,,Bororo,193_rattle,bapo,bapo,b a p o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RATTLE,3,239
Umutina-193_rattle-1,,Umutina,193_rattle,bapo,bapo,b a p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RATTLE,3,239
Bororo-194_rattlemadeofpeccarinails-1,,Bororo,194_rattlemadeofpeccarinails,bɨto re,bɨto re,b ɨ t o + r e,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RATTLE ?,49,240 241
Umutina-194_rattlemadeofpeccarinails-1,,Umutina,194_rattlemadeofpeccarinails,mutombure,mutombure,m u t o + m/b u r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RATTLE ?,49,240 241
Bororo-196_redhowlermonkey-1,,Bororo,196_redhowlermonkey,(pai) kujagu,kujagu,k u j a g u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RED_HOWLER_MONKEY,118,242
Umutina-196_redhowlermonkey-1,,Umutina,196_redhowlermonkey,kutʃaku,kutʃaku,k u tʃ a k u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RED_HOWLER_MONKEY,118,242
Bororo-197_redandgreenmacaw-1,,Bororo,197_redandgreenmacaw,kuido,kuido,k u i d o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RED-AND-GREEN-MACAW,120,243
Umutina-197_redandgreenmacaw-1,,Umutina,197_redandgreenmacaw,hujʃo / alapore,hujʃo,h u j ʃ o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RED-AND-GREEN-MACAW,120,243
Bororo-197_redandgreenmacaw-2,,Bororo,197_redandgreenmacaw,nabure,nabure,n a b u r e,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RED-AND-GREEN-MACAW,136,244
Umutina-197_redandgreenmacaw-2,,Umutina,197_redandgreenmacaw,hujʃo / alapore,alapore,a l a p o r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RED-AND-GREEN-MACAW,228,245
Otuke-197_redandgreenmacaw-1,,Otuke,197_redandgreenmacaw,kaharu,kaharu,k a h a r u,,de1912linguistique;monfort1913linguistique,,,,,RED-AND-GREEN-MACAW,320,338
Bororo-198_river-1,,Bororo,198_river,po,po,p o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,RIVER,2,246
Umutina-198_river-1,,Umutina,198_river,po,po,p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,RIVER,2,246
Otuke-198_river-1,,Otuke,198_river,ouru,ouru,ou r u,,de1912linguistique;monfort1913linguistique,,,,,RIVER,345,366
Bororo-199_rope-1,,Bororo,199_rope,bɨkigu,bɨkigu,b ɨ k i g u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,ROPE,32,247
Umutina-199_rope-1,,Umutina,199_rope,boiku,boiku,b oi k u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,ROPE,32,247
Bororo-200_saliva-1,,Bororo,200_saliva,otoguru,otoguru,o t o g u r u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SALIVA,145,248
Umutina-200_saliva-1,,Umutina,200_saliva,otoruta / otoru,otoru,o t o r u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SALIVA,145,248
Bororo-202_sand-1,,Bororo,202_sand,kɨgarɨ,kɨgarɨ,k ɨ g a r ɨ,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SAND,99,249
Umutina-202_sand-1,,Umutina,202_sand,xoare,xoare,x oa r e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SAND,99,249
Otuke-202_sand-1,,Otuke,202_sand,huaĩri,huaĩri,h ua ĩ r i,,de1912linguistique;monfort1913linguistique,,,,,SAND,99,249
Bororo-203_scale-1,,Bororo,203_scale,boto,boto,b o t o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SCALE,61,251
Umutina-203_scale-1,,Umutina,203_scale,boto ka,boto ka,b o t o + k a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SCALE BODY.PART?,61,251 39
Bororo-204_seed-1,,Bororo,204_seed,a,a,a,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SEED,10,57
Umutina-204_seed-1,,Umutina,204_seed,aka,aka,a k a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SEED,10,57
Otuke-204_seed-1,,Otuke,204_seed,ohatẽ,ohatẽ,o h a t ẽ,,de1912linguistique;monfort1913linguistique,,,,,SEED,264,63
Bororo-205_shell-1,,Bororo,205_shell,atu,atu,a t u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SHELL,28,82
Umutina-205_shell-1,,Umutina,205_shell,atukwa,atukwa,a t u kʷ a,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SHELL,28,82
Bororo-209_sky-1,,Bororo,209_sky,baru,baru,b a r u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SKY,41,120
Otuke-209_sky-1,,Otuke,209_sky,hʷaru,hʷaru,hʷ a r u,,de1912linguistique;monfort1913linguistique,,,,,SKY,41,120
Umutina-209_sky-1,,Umutina,209_sky,baroto,baroto,b a r o + t o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SKY ?,41,120 270
Bororo-210_sleep-1,,Bororo,210_sleep,nudu / nududu,nudu,n u d u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SLEEP,140,253
Bororo-210_sleep-2,,Bororo,210_sleep,nudu / nududu,nududu,n u d u d u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SLEEP,140,253
Otuke-210_sleep-1,,Otuke,210_sleep,anutake,anutake,a n u t a k e,,de1912linguistique;monfort1913linguistique,,,,,SLEEP,140,253
Umutina-210_sleep-1,,Umutina,210_sleep,notu,notu,n o t u,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SLEEP,140,253
Bororo-211_sleepstate-1,,Bororo,211_sleepstate,nori,nori,n o r i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SLEEP,139,252
Umutina-211_sleepstate-1,,Umutina,211_sleepstate,nori,nori,n o r i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SLEEP,139,252
Bororo-213_smallanteater-1,,Bororo,213_smallanteater,apu / apogo,apu,a p u,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SMALL_ANTEATER,7,5
Umutina-213_smallanteater-1,,Umutina,213_smallanteater,apo,apo,a p o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SMALL_ANTEATER,7,5
Bororo-213_smallanteater-2,,Bororo,213_smallanteater,apu / apogo,apogo,a p o g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SMALL_ANTEATER,7,5
Bororo-214_smokeexhaust-1,,Bororo,214_smokeexhaust,dʒorydydy,dʒorydydy,dʒ o r ɨ d ɨ d ɨ,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SMOKE(EXHAUST),71,255
Umutina-214_smokeexhaust-1,,Umutina,214_smokeexhaust,zoritʃitʃi,zoritʃitʃi,z o r i tʃ i tʃ i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SMOKE(EXHAUST),71,255
Bororo-215_snail-1,,Bororo,215_snail,ruwo,ruwo,r u w o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SNAIL,167,256
Umutina-215_snail-1,,Umutina,215_snail,ruvo / luo,ruvo,r u v o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SNAIL,167,256
Umutina-215_snail-2,,Umutina,215_snail,ruvo / luo,luo,l u o,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SNAIL,167,256
Bororo-216_snake-1,,Bororo,216_snake,awagɨ / awago,awagɨ,a w a g ɨ,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SNAKE,29,257
Bororo-216_snake-2,,Bororo,216_snake,awagɨ / awago,awago,a w a g o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,SNAKE,29,257
Otuke-216_snake-1,,Otuke,216_snake,ahʷako,ahʷako,a hʷ a k o,,de1912linguistique;monfort1913linguistique,,,,,SNAKE,29,257
Umutina-216_snake-1,,Umutina,216_snake,ebaki,ebaki,e b a k i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,SNAKE,29,257
