ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,SimpleCognate,PartialCognates
Umutina-133_i-1,,Umutina,133_i,imi,imi,i m i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,I,85,189
Otuke-133_i-1,,Otuke,133_i,ikixa oxo,ikixa oxo,i k i ʃ a + o ʃ o,,de1912linguistique;monfort1913linguistique,,,,,? ?,275,266 267
Bororo-134_iguana-1,,Bororo,134_iguana,irui,irui,i r u i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,IGUANA,209,189
Umutina-134_iguana-1,,Umutina,134_iguana,hiribe / heribe,hiribe,h i r i + b e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,IGUANA ?,209,189 268
Umutina-134_iguana-2,,Umutina,134_iguana,hiribe / heribe,heribe,h e r i + b e,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,IGUANA ?,209,189 269
Bororo-136_iron-1,,Bororo,136_iron,meriri,meriri,m e r i r i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,IRON,132,190
Otuke-136_iron-1,,Otuke,136_iron,neheri,neheri,n e h e r i,,de1912linguistique;monfort1913linguistique,,,,,IRON,132,190
Bororo-139_jararacussu-1,,Bororo,139_jararacussu,etari,etari,e t a r i,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,JARARACUSSU,82,191
Umutina-139_jararacussu-1,,Umutina,139_jararacussu,etari,etari,e t a r i,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,JARARACUSSU,82,191
Bororo-141_kingfisher-1,,Bororo,141_kingfisher,kadomo,kadomo,k a d o m o,,crowell1979grammar;Ccrowell1973cohesion;nonato2008ainore,,,,,KINGFISHER,102,23
Umutina-141_kingfisher-1,,Umutina,141_kingfisher,katamã,katamã,k a t a m ã,,schultz1952vocabulario;lima1997lingua;telles2007flexao;cruz2012povo,,,,,KINGFISHER,102,23
